sample,hardware_type,file_system,strategy,split_time,merge_time,split_nb_seeks,merge_nb_seeks,split_read_time,merge_read_time,split_write_time,merge_write_time,split_seek_time,merge_seek_time
bigBrainSample1-1-1.nii,ssd,ext4,Strategy.NAIVE,148.13892722129822,79.46358036994934,3726808,3388009,25.71547222137451,29.727592706680298,120.13493180274963,41.089587450027466,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.CLUSTERED,34.894139766693115,47.00083303451538,2824,3388009,20.98459482192993,0.059741973876953125,2.167614698410034,27.069175720214844,0,0
bigBrainSample1-0-1.nii,hdd,ext4,Strategy.NAIVE,104.99304914474487,103.65081787109375,3726808,3388009,57.358814001083374,15.52831745147705,45.27231311798096,79.3237795829773,0,0
bigBrainSample0-0-1.nii,hdd,ext4,Strategy.MULTIPLE,58.572747230529785,75.35800099372864,0,3388011,12.391600847244263,0.003958940505981445,2.272491216659546,33.93153977394104,0,0
bigBrainSample0-0-1.nii,hdd,ext4,Strategy.MULTIPLE,58.265929222106934,75.54155731201172,0,3388011,12.090404272079468,0.0040476322174072266,2.224742889404297,34.2836172580719,0,0
bigBrainSample0-0-1.nii,ssd,ext4,Strategy.NAIVE,80.1835548877716,68.51123356819153,3726808,3388009,27.06845474243164,16.931782722473145,50.77793574333191,42.97644543647766,0,0
bigBrainSample0-0-1.nii,hdd,ext4,Strategy.MULTIPLE,58.85114669799805,75.7099301815033,0,3388011,15.664457082748413,0.004009246826171875,2.6128101348876953,34.182345151901245,0,0
bigBrainSample1-0-1.nii,hdd,ext4,Strategy.NAIVE,105.34854340553284,103.04295086860657,3726808,3388009,57.279873847961426,15.444588899612427,45.765419721603394,78.75437927246094,0,0
bigBrainSample0-1-1.nii,ssd,ext4,Strategy.MULTIPLE,39.54287886619568,50.87580323219299,0,3388011,4.603879928588867,0.003989696502685547,2.271019697189331,23.033546924591064,0,0
bigBrainSample1-0-1.nii,hdd,ext4,Strategy.CLUSTERED,93.30255460739136,76.66607666015625,2824,3388009,79.34395813941956,0.05317091941833496,2.1816346645355225,43.41165614128113,0,0
bigBrainSample0-1-1.nii,hdd,ext4,Strategy.NAIVE,154.08713626861572,112.34176301956177,3726808,3388009,63.27021336555481,24.344512939453125,88.35592746734619,79.3292829990387,0,0
bigBrainSample0-1-1.nii,hdd,ext4,Strategy.CLUSTERED,92.8758614063263,77.254723072052,2824,3388009,79.05318665504456,0.05179476737976074,2.162829637527466,43.60317897796631,0,0
bigBrainSample1-1-1.nii,ssd,ext4,Strategy.MULTIPLE,39.52078723907471,51.13930940628052,0,3388011,4.54016375541687,0.004032611846923828,2.2820017337799072,22.885053873062134,0,0
bigBrainSample1-0-1.nii,ssd,ext4,Strategy.MULTIPLE,40.739176750183105,50.55991744995117,0,3388011,5.241844654083252,0.0039331912994384766,2.314164876937866,22.802090644836426,0,0
bigBrainSample0-0-1.nii,hdd,ext4,Strategy.CLUSTERED,92.58835935592651,77.63951683044434,2824,3388009,78.63828921318054,0.05246710777282715,2.178020477294922,43.91241955757141,0,0
bigBrainSample0-0-1.nii,hdd,ext4,Strategy.CLUSTERED,92.95056247711182,77.90900564193726,2824,3388009,79.0595805644989,0.05238676071166992,2.1637139320373535,44.06655931472778,0,0
bigBrainSample0-1-1.nii,ssd,ext4,Strategy.MULTIPLE,39.759230613708496,51.34842324256897,0,3388011,4.86418890953064,0.0039594173431396484,2.2897839546203613,23.176369667053223,0,0
bigBrainSample0-0-1.nii,hdd,ext4,Strategy.NAIVE,108.80720353126526,106.2298059463501,3726808,3388009,55.30644750595093,17.086859226226807,51.14255356788635,80.36847066879272,0,0
bigBrainSample1-0-1.nii,ssd,ext4,Strategy.NAIVE,74.802250623703,66.36687564849854,3726808,3388009,26.8984591960907,15.271008968353271,45.52753138542175,42.62814211845398,0,0
bigBrainSample1-0-1.nii,ssd,ext4,Strategy.CLUSTERED,34.96981883049011,45.64776420593262,2824,3388009,20.888558626174927,0.05413985252380371,2.3282582759857178,27.36048173904419,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.MULTIPLE,40.634321451187134,50.8288311958313,0,3388011,4.51781702041626,0.003942251205444336,2.269444465637207,22.862932682037354,0,0
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.CLUSTERED,94.474600315094,79.03469610214233,2824,3388009,80.51935029029846,0.057118892669677734,2.1740288734436035,44.862886905670166,0,0
bigBrainSample0-0-1.nii,ssd,ext4,Strategy.CLUSTERED,34.34720468521118,44.70016574859619,2824,3388009,20.47551941871643,0.04982924461364746,2.129213809967041,26.71618628501892,0,0
bigBrainSample1-1-1.nii,ssd,ext4,Strategy.MULTIPLE,40.81143045425415,50.68118643760681,0,3388011,4.4507057666778564,0.003991603851318359,2.3487226963043213,22.735073804855347,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.NAIVE,126.91165685653687,79.08597111701965,3726808,3388009,25.164259433746338,25.49749445915222,99.25724077224731,45.002493143081665,0,0
bigBrainSample1-0-1.nii,hdd,ext4,Strategy.MULTIPLE,59.02583384513855,78.5101900100708,0,3388011,12.744563341140747,0.0038557052612304688,2.254033088684082,35.547160625457764,0,0
bigBrainSample0-1-1.nii,ssd,ext4,Strategy.CLUSTERED,37.3115451335907,47.02963376045227,2824,3388009,23.2825026512146,0.053575754165649414,2.3664345741271973,28.051618814468384,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.NAIVE,127.69446420669556,76.82906651496887,3726808,3388009,26.885597944259644,25.405905961990356,98.38200211524963,42.75769639015198,0,0
bigBrainSample0-1-1.nii,ssd,ext4,Strategy.NAIVE,116.91641163825989,75.9391770362854,3726808,3388009,25.259228229522705,24.089901447296143,89.21799874305725,43.30798006057739,0,0
bigBrainSample1-0-1.nii,hdd,ext4,Strategy.NAIVE,107.22519636154175,104.51249408721924,3726808,3388009,58.99463105201721,15.504670858383179,45.79744791984558,80.25393676757812,0,0
bigBrainSample0-1-1.nii,hdd,ext4,Strategy.CLUSTERED,93.68208456039429,78.72299289703369,2824,3388009,79.83597803115845,0.0502476692199707,2.190253257751465,44.212000608444214,0,0
bigBrainSample1-1-1.nii,hdd,ext4,Strategy.NAIVE,187.6238923072815,120.36233043670654,3726808,3388009,63.61166167259216,30.312845468521118,121.62253332138062,81.43564796447754,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.MULTIPLE,41.239278078079224,50.53057861328125,0,3388011,5.281084060668945,0.00395655632019043,2.3010079860687256,22.813526153564453,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.MULTIPLE,39.68920612335205,53.670450925827026,0,3388011,4.343800783157349,0.004006147384643555,2.2572216987609863,24.987895011901855,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.CLUSTERED,37.16133975982666,42.70026469230652,2824,3388009,23.100822687149048,0.04897475242614746,2.3110082149505615,25.529176712036133,0,0
bigBrainSample1-1-1.nii,hdd,ext4,Strategy.CLUSTERED,92.73448181152344,79.72388052940369,2824,3388009,78.83131575584412,0.05129742622375488,2.1772170066833496,44.595458984375,0,0
bigBrainSample1-1-1.nii,ssd,ext4,Strategy.MULTIPLE,39.31262469291687,50.72454309463501,0,3388011,4.357886075973511,0.00394892692565918,2.2818777561187744,22.898791074752808,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.CLUSTERED,37.46481370925903,45.346904039382935,2824,3388009,23.41883659362793,0.059886932373046875,2.305206298828125,26.668793201446533,0,0
bigBrainSample0-1-1.nii,ssd,ext4,Strategy.MULTIPLE,39.43634819984436,50.465760231018066,0,3388011,4.512795925140381,0.003962278366088867,2.2603471279144287,22.834975481033325,0,0
bigBrainSample0-0-1.nii,ssd,ext4,Strategy.MULTIPLE,39.30640912055969,54.34195590019226,0,3388011,4.5601325035095215,0.004176616668701172,2.263416290283203,25.121699810028076,0,0
bigBrainSample0-0-1.nii,ssd,ext4,Strategy.NAIVE,78.47738313674927,68.5671124458313,3726808,3388009,25.1568820476532,16.8456609249115,50.928733110427856,43.232452392578125,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.CLUSTERED,37.066375494003296,44.58095145225525,2824,3388009,23.261977672576904,0.05549955368041992,2.0882129669189453,26.89048957824707,0,0
bigBrainSample0-0-1.nii,hdd,ext4,Strategy.NAIVE,108.77317142486572,108.63055539131165,3726808,3388009,55.218443393707275,16.984498977661133,51.08225393295288,82.97699522972107,0,0
bigBrainSample1-1-1.nii,hdd,ext4,Strategy.NAIVE,193.6337697505951,123.11514353752136,3726808,3388009,70.3266954421997,30.064533948898315,120.92338109016418,84.36537647247314,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.CLUSTERED,35.244473457336426,42.49330115318298,2824,3388009,21.193854093551636,0.04716753959655762,2.206181287765503,25.55079746246338,0,0
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.MULTIPLE,64.63028240203857,82.06789493560791,0,3388011,17.63659119606018,0.004060268402099609,2.275517702102661,37.26179790496826,0,0
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.NAIVE,161.86374425888062,119.41823983192444,3726808,3388009,60.70356559753418,25.559186935424805,98.76807498931885,85.18553853034973,0,0
bigBrainSample1-1-1.nii,hdd,ext4,Strategy.CLUSTERED,95.22923636436462,83.21675062179565,2824,3388009,81.34350562095642,0.05341958999633789,2.1835567951202393,46.61992406845093,0,0
bigBrainSample0-1-1.nii,hdd,ext4,Strategy.MULTIPLE,61.411378145217896,83.85367274284363,0,3388011,13.5176420211792,0.003883838653564453,2.2421483993530273,38.06249141693115,0,0
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.CLUSTERED,96.25012183189392,84.77473950386047,2824,3388009,82.32358646392822,0.04999065399169922,2.1483213901519775,47.6581916809082,0,0
bigBrainSample0-0-1.nii,ssd,ext4,Strategy.CLUSTERED,34.14104652404785,42.76077938079834,2824,3388009,20.163004159927368,0.046970367431640625,2.129490375518799,25.668163537979126,0,0
bigBrainSample1-1-1.nii,hdd,ext4,Strategy.CLUSTERED,96.19157934188843,85.34759664535522,2824,3388009,82.32459759712219,0.05050516128540039,2.1387617588043213,47.86127209663391,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.MULTIPLE,40.58580803871155,51.17727565765381,0,3388011,4.512345314025879,0.0039980411529541016,2.2550151348114014,23.15426731109619,0,0
bigBrainSample0-1-1.nii,ssd,ext4,Strategy.CLUSTERED,36.13302683830261,42.483041524887085,2824,3388009,22.321372985839844,0.04799938201904297,2.172379493713379,25.46635127067566,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.NAIVE,125.06238317489624,76.59570908546448,3726808,3388009,25.06785273551941,25.264103412628174,97.66557884216309,42.763752698898315,0,0
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.NAIVE,158.50123190879822,121.15017223358154,3726808,3388009,58.268883228302,25.410547256469727,97.82389378547668,87.00284004211426,0,0
bigBrainSample1-1-1.nii,hdd,ext4,Strategy.MULTIPLE,66.62370800971985,86.05903720855713,0,3388011,18.280634880065918,0.004377126693725586,2.263463258743286,39.372708320617676,0,0
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.CLUSTERED,96.97390413284302,88.4275004863739,2824,3388009,82.99505972862244,0.05009651184082031,2.24359393119812,50.05724215507507,0,0
bigBrainSample0-1-1.nii,hdd,ext4,Strategy.MULTIPLE,62.83059787750244,87.69079923629761,0,3388011,13.970163583755493,0.003920793533325195,2.270658493041992,40.22815465927124,0,0
bigBrainSample1-1-1.nii,hdd,ext4,Strategy.MULTIPLE,63.14694023132324,88.39996004104614,0,3388011,14.183854341506958,0.003996849060058594,2.2332653999328613,40.30338454246521,0,0
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.CLUSTERED,97.84601211547852,93.03771495819092,2824,3388009,84.04388976097107,0.05468177795410156,2.147946834564209,53.5670645236969,0,0
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.MULTIPLE,63.29472351074219,89.95961880683899,0,3388011,14.111793756484985,0.0039784908294677734,2.26867938041687,41.27164697647095,0,0
bigBrainSample1-1-1.nii,ssd,ext4,Strategy.CLUSTERED,35.14842915534973,42.989843130111694,2824,3388009,21.17969274520874,0.047731876373291016,2.140693187713623,25.61566424369812,0,0
bigBrainSample0-1-1.nii,hdd,ext4,Strategy.MULTIPLE,68.15555572509766,90.8588593006134,0,3388011,19.28564453125,0.0039556026458740234,2.2556560039520264,41.768659353256226,0,0
bigBrainSample1-0-1.nii,ssd,ext4,Strategy.MULTIPLE,41.73254728317261,52.123634338378906,0,3388011,5.0590500831604,0.0040187835693359375,2.3335821628570557,23.231545448303223,0,0
