sample,hardware_type,file_system,strategy,split_time,merge_time,split_nb_seeks,merge_nb_seeks,split_read_time,merge_read_time,split_write_time,merge_write_time,split_seek_time,merge_seek_time
bigBrainSample0-1-1.nii,ssd,ext4,Strategy.MULTIPLE,39.43304991722107,50.40264558792114,0,3388011,4.469041109085083,0.0038971900939941406,2.2576751708984375,22.84376835823059,0,0
bigBrainSample0-0-1.nii,ssd,ext4,Strategy.NAIVE,77.9600522518158,69.405526638031,3726808,3388009,24.91960859298706,16.94449472427368,50.65925407409668,43.94659996032715,0,0
bigBrainSample1-1-1.nii,ssd,ext4,Strategy.NAIVE,147.88916873931885,81.55947208404541,3726808,3388009,25.091522693634033,29.793683767318726,120.4536304473877,43.179478883743286,0,0
bigBrainSample1-0-1.nii,ssd,ext4,Strategy.MULTIPLE,41.07079720497131,52.20864129066467,0,3388011,4.949260473251343,0.004008054733276367,2.296382188796997,22.96257781982422,0,0
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.MULTIPLE,70.01225781440735,92.9355857372284,0,3388011,19.65829062461853,0.004047393798828125,2.285512924194336,42.76897358894348,0,0
bigBrainSample1-1-1.nii,ssd,ext4,Strategy.CLUSTERED,34.536625623703,42.83574962615967,2824,3388009,20.706788301467896,0.05199480056762695,2.1405274868011475,25.642556190490723,0,0
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.NAIVE,125.59550452232361,81.35656976699829,3726808,3388009,25.148314237594604,25.629636764526367,98.15275979042053,47.13864350318909,0,0
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.NAIVE,159.59004378318787,135.86081647872925,3726808,3388009,59.132583141326904,25.935962677001953,98.16897559165955,101.22522711753845,0,0
bigBrainSample1-0-1.nii,hdd,ext4,Strategy.NAIVE,106.30698323249817,124.27027559280396,3726808,3388009,57.815589904785156,15.589453935623169,46.15412974357605,99.84583020210266,0,0
bigBrainSample1-0-1.nii,ssd,ext4,Strategy.NAIVE,74.53460359573364,68.08424735069275,3726808,3388009,26.853764057159424,15.305201292037964,45.39859390258789,44.23443031311035,0,0
bigBrainSample0-0-1.nii,ssd,ext4,Strategy.MULTIPLE,39.81873536109924,53.68786883354187,0,3388011,4.936505556106567,0.0039825439453125,2.293285369873047,24.695606470108032,0,0
