sample,hardware_type,file_system,strategy,split_time,merge_time
bigBrainSample1-0-1.nii,ssd,ext4,Strategy.MULTIPLE,52.40235781669617,66.15139412879944
bigBrainSample0-0-1.nii,ssd,ext4,Strategy.NAIVE,80.52194285392761,79.6455500125885
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.MULTIPLE,87.57890486717224,124.81128597259521
bigBrainSample1-0-1.nii,ssd,ext4,Strategy.CLUSTERED,52.33361077308655,44.03514385223389
bigBrainSample0-1-1.nii,hdd,ext4,Strategy.MULTIPLE,87.55869483947754,100.53705382347107
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.NAIVE,127.16503095626831,94.85787296295166
bigBrainSample0-1-1.nii,ssd,ext4,Strategy.CLUSTERED,50.67293381690979,39.3477578163147
bigBrainSample0-1-1.nii,hdd,ext4,Strategy.CLUSTERED,112.54230308532715,102.25240087509155
bigBrainSample1-1-1.nii,ssd,ext4,Strategy.NAIVE,148.55276584625244,97.97598600387573
bigBrainSample0-0-1.nii,ssd,ext4,Strategy.CLUSTERED,53.06707191467285,39.32278609275818
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.NAIVE,160.55129313468933,177.2986478805542
bigBrainSample1-1-0.nii,ssd,ext4,Strategy.MULTIPLE,52.38629698753357,46.56890606880188
bigBrainSample0-1-1.nii,ssd,ext4,Strategy.MULTIPLE,54.879525899887085,47.731900215148926
bigBrainSample0-0-1.nii,ssd,ext4,Strategy.CLUSTERED,50.36226511001587,39.33699297904968
bigBrainSample1-0-1.nii,ssd,ext4,Strategy.CLUSTERED,53.07085299491882,44.2039520740509
bigBrainSample1-1-1.nii,hdd,ext4,Strategy.CLUSTERED,114.76209092140198,104.54434609413147
bigBrainSample1-0-1.nii,hdd,ext4,Strategy.NAIVE,109.39853191375732,157.78544807434082
bigBrainSample0-1-1.nii,hdd,ext4,Strategy.CLUSTERED,116.37517094612122,106.29584383964539
bigBrainSample1-1-0.nii,hdd,ext4,Strategy.CLUSTERED,118.50383591651917,111.10989189147949
bigBrainSample0-1-1.nii,hdd,ext4,Strategy.MULTIPLE,92.76191186904907,111.30173778533936
bigBrainSample1-1-1.nii,hdd,ext4,Strategy.CLUSTERED,119.95118618011475,114.38590216636658
bigBrainSample1-0-1.nii,ssd,ext4,Strategy.MULTIPLE,52.61264705657959,46.89807200431824
